,Name,Year,Price,Cl,Country,Category,Region,ID
2583,Giacomo Finocchio 90 di Barolo Bussia Riserva 2013,2013,78.17,75 cl,Italy,Red wine, Piemonte,3812101
2584,Camille Savès Bouzy Grand Cru Brut 2016,2016,80.7,150 cl,France,Sparkling wine, Champagne,3913005
2585,Ayala Cuvée Perle d'Ayala 2012,2012,100.86,75 cl,France,Sparkling wine, Champagne,3989301
2586,La Rioja Alta Gran Reserva 904 2011,2011,86.95,150 cl,Spain,Red wine, Rioja,4317805
2587,Oddero Barolo Vigna Rionda 2008,2008,106.89,75 cl,Italy,Red wine, Piemonte,4295201
2588,Taittinger Comtes de Champagne Rosé 2007,2007,217.39,75 cl,France,Sparkling wine, Champagne,4313501
2589,Fabien Coche Meursault Les Luchets 2020,2020,72.17,75 cl,France,White wine, Burgund,2118601
2590,Georges Lignier Clos-Saint-Denis Grand Cru 2017,2017,156.51,75 cl,France,Red wine, Burgund,2249101
2591,Georges Lignier Morey-Saint-Denis Premier Cru Clos des Ormes 2018,2018,69.56,75 cl,France,Red wine, Burgund,2249001
2592,Bouchard Père & Fils Chambertin 2017,2017,205.78,75 cl,France,Red wine, Burgund,7075101
2593,Bouchard Père & Fils Chambertin-Clos de Bèze 2017,2017,236.15,75 cl,France,Red wine, Burgund,7012501
2594,Olivier Leflaive Puligny-Montrachet 2020,2020,69.56,75 cl,France,White wine, Burgund,9200201
2595,Tissot Vin Jaune Les Bruyères 2012,2012,69.53,62 cl,France,White wine, Jura,9205001
2596,Louis Remy Morey-St-Denis 1er Cru Clos des Ormes 2012,2012,99.99,75 cl,France,Red wine, Burgund,10540401
2597,Roagna Barbaresco Crichet Paje 2013,2013,652.17,75 cl,Italy,Red wine, Piemonte,13721701
2598,Ragnaud-Sabourin Heritage,Non-Vintage,1582.61,70 cl,France,Liquor, Cognac Brut,6772201
2599,Bouchard Père & Fils Chevalier Montrachet Grand Cru 2018,2018,292.83,75 cl,France,White wine, Burgund,7081401
2600,Henschke Cabernet Sauvignon 2015,2015,112.96,75 cl,Australia,Red wine, South Australia,9042101
2601,Alfred Gratien Brut Millesimé 2007,2007,130.43,150 cl,France,Sparkling wine, Champagne,1607605
2602,Egon Müller Scharzhofberger Riesling Trockenbeerenauslese 2017,2017,4347.82,37.5 cl,Germany,White wine, Mosel-Saar-Ruwer,10147502
2603,Courvoisier X.O.,Non-Vintage,119.99,70 cl,France,Liquor, Cognac Tradisjonell,3031101
2604,Roagna Barbaresco Crichet Paje,Non-Vintage,582.6,75 cl,Italy,Red wine, Piemonte,12164201
2605,Francesco Rinaldi Barolo Cannubi,Non-Vintage,66.23,75 cl,Italy,Red wine, Piemonte,13614001
2606,Ch. La Gaffeliere 2016,2016,95.28,75 cl,France,Red wine, Bordeaux,11961101
2607,Bouchard Père & Fils Chevalier-Montrachet La Cabotte 2017,2017,373.12,75 cl,France,White wine, Burgund,7081801
2608,Ch. Figeac,Non-Vintage,294.57,75 cl,France,Red wine, Bordeaux,10118901
2609,Dom. William Fèvre Grand Cru Bougros Côte Bouguerots 2016,2016,71.11,75 cl,France,White wine, Burgund,10172801
2610,Delamain Grande Champagne Malaville,Non-Vintage,199.39,70 cl,France,Liquor, Cognac Brut,10189601
2611,J. De Telmont Heritage Rosé 1985,1985,139.13,75 cl,France,Sparkling wine, Champagne,10269101
2612,Taylor's Vintage Port 2017,2017,74.78,75 cl,Portugal,Port wine, Douro e Porto,10274601
2613,De Montille Volnay 1er Cru Les Mitans 2015,2015,94.61,75 cl,France,Red wine, Burgund,10294601
2614,Ch. Mouton Rothschild 2015,2015,716.3,75 cl,France,Red wine, Bordeaux,10298801
2615,Felsina Colonia Chianti Classico Gran Selezione 2015,2015,79.24,75 cl,Italy,Red wine, Toscana,10304101
2616,Ch. de Saint Cosme Le Claux Gigondas 2018,2018,77.3,75 cl,France,Red wine,Rhône,10315301
2617,Samuel Billaud Chablis Grand Cru Bougros 2017,2017,71.29,75 cl,France,White wine, Burgund,10307401
2618,Marc Sorrel Hermitage 2019,2019,114.35,75 cl,France,Red wine,Rhône,10308001
2619,Pascal Clemént Vosne Romanee 2019,2019,86.95,75 cl,France,Red wine, Burgund,10339201
2620,AnCnoc Peatheart,Non-Vintage,69.56,70 cl,Scotland,Liquor, Highland,10329501
2621,Gosset-Brabant Noirs d'Aÿ Grand Cru Brut,Non-Vintage,66.55,75 cl,France,Sparkling wine, Champagne,10331701
2622,Bucci Verdicchio dei Castello di Jesi Riserva 2006,2006,130.03,150 cl,Italy,White wine, Marche,10355105
2623,Tissot Vin Jaune La Mailloche 2015,2015,79.12,62 cl,France,White wine, Jura,10383601
2624,Vietti Barolo Ravera 2018,2018,156.51,75 cl,Italy,Red wine, Piemonte,10377401
2625,Roux Chambolle-Musigny Les Fremières 2014,2014,69.57,75 cl,France,Red wine, Burgund,10387901
2626,Hugues Godmé Les Champs St Martin Grand Cru Pinot Noir Extra-Brut 2009,2009,92.11,75 cl,France,Sparkling wine, Champagne,10399401
2627,Tissot Les Graviers Chardonnay 2019,2019,88.69,150 cl,France,White wine, Jura,10400905
2628,Franco Conterno Barolo Bussia Riserva 2012,2012,321.58,300 cl,Italy,Red wine, Piemonte,10406507
2629,Quinta do Vallado Tawny 20 YO,Non-Vintage,173.91,150 cl,Portugal,Port wine, Douro e Porto,888505
2630,Kariho Yamahai Jummai Ginjo,Non-Vintage,67.39,180 cl,Japan,Sake, Øvrige,10410907
2631,The Gauldrons Campbeltown Blended Malt,Non-Vintage,66.08,70 cl,Scotland,Liquor, Islay,10416701
2632,Dom. de Chevalier Rouge 2014,2014,69.48,75 cl,France,Red wine, Bordeaux,10419201
2633,Mayacamas Cabernet Sauvignon 2014,2014,86.78,75 cl,USA,Red wine, California,10441201
2634,Ceretto Barolo Brunate 2017,2017,113.03,75 cl,Italy,Red wine, Piemonte,12855801
2635,Gordon & MacPhail Linkwood 15 YO,Non-Vintage,106.44,70 cl,Scotland,Liquor, Speyside,12856501
2636,Benromach 21 YO,Non-Vintage,158.49,70 cl,Scotland,Liquor, Speyside,12856301
2637,Gordon & Macphail Mortlach 15 YO,Non-Vintage,106.44,70 cl,Scotland,Liquor, Speyside,12856401
2638,Girardin Chassagne-Montrachet 1er Cru La Romanée 2018,2018,80.7,75 cl,France,White wine, Burgund,12859801
2639,Ch. Le Pape 2015,2015,70.82,150 cl,France,Red wine, Bordeaux,12862705
2640,Dominus 2016,2016,511.96,150 cl,USA,Red wine, California,12868905
2641,Ch. Langoa Barton 2015,2015,66.56,75 cl,France,Red wine, Bordeaux,10373701
2642,Dom. Long-Depaquit Chablis Grand Cru Moutonne 2015,2015,104.33,75 cl,France,White wine, Burgund,10374801
2643,Vietti Barolo Lazzarito 2018,2018,156.51,75 cl,Italy,Red wine, Piemonte,10377301
2644,Ch. Pédesclaux 2015,2015,68.64,75 cl,France,Red wine, Bordeaux,10395701
2645,Dom. Michel Gaunoux Corton Renardes Grand Cru 2017,2017,104.26,75 cl,France,Red wine, Burgund,12518601
2646,Dom. Michel Gaunoux Pommard 1er Cru Grands Epenots 2017,2017,104.26,75 cl,France,Red wine, Burgund,12518501
2647,Étienne Calsac Clos Maladries Extra Brut 2016,2016,86.95,75 cl,France,Sparkling wine, Champagne,12325701
2648,Ch. Duhart-Milon 2016,2016,95.64,75 cl,France,Red wine, Bordeaux,12520901
2649,Harmand-Geoffroy Gevrey-Chambertin Clos Prieur 2018,2018,69.13,75 cl,France,Red wine, Burgund,12623801
2650,Morgen Long Seven Springs Vineyard Chardonnay 2019,2019,70.78,75 cl,USA,White wine, Oregon,12604101
2651,Arnoux-Lachaux Vosne-Romanée 1er Cru Les Chaumes 2018,2018,451.65,75 cl,France,Red wine, Burgund,12605101
2652,Benriach 21 YO,Non-Vintage,173.9,70 cl,Scotland,Liquor, Speyside,12633301
2653,Gianni Brunelli Brunello di Montalcino Riserva 2015,2015,86.95,75 cl,Italy,Red wine, Toscana,12648701
2654,Nikka Taketsuru Pure Malt 25 YO,Non-Vintage,2652.17,70 cl,Japan,Liquor, Øvrige,12671001
2655,Arlaud Charmes-Chambertin Grand Cru 2018,2018,142.61,75 cl,France,Red wine, Burgund,12665201
2656,Bachelet-Ramonet Chassagne-Montrachet 1er Cru La Grande Montagne 2020,2020,69.11,75 cl,France,White wine, Burgund,12684501
2657,Bachelet-Ramonet Batard-Montrachet Grand Cru 2020,2020,229.35,75 cl,France,White wine, Burgund,12683901
2658,Bachelet-Ramonet Chassagne-Montrachet 1er Cru La Romanée 2019,2019,85.96,75 cl,France,White wine, Burgund,12684401
2659,Ch. de Crain 2016,2016,86.1,300 cl,France,Red wine, Bordeaux,12685907
2660,Dom. d'Eugénie Grands Echezeaux 2018,2018,316.3,75 cl,France,Red wine, Burgund,12683501
2661,Alain Burguet Chambertin Clos de Beze 2018,2018,296.55,75 cl,France,Red wine, Burgund,12709401
2662,Michele Chiarlo Barolo Cerequio 2016,2016,76.09,75 cl,Italy,Red wine, Piemonte,12711801
2663,Bruno Clair Chambolle-Musigny Veroilles 2018,2018,71.7,75 cl,France,Red wine, Burgund,12707801
2664,Alain Burguet Vosne Romanee Les Rouge du Dessus 2018,2018,103.24,75 cl,France,Red wine, Burgund,12708901
2665,Faiveley Mazis-Chambertin 2018,2018,162.95,75 cl,France,Red wine, Burgund,12724901
2666,Tortochot Gevrey Chambertin 1er Cru Champeaux 2018,2018,79.5,75 cl,France,Red wine, Burgund,12741401
2667,Michel Lafarge Volnay 1er Cru Clos du Ch. Ducs 2018,2018,121.73,75 cl,France,Red wine, Burgund,12744701
2668,Taupenot-Merme Gevrey Chambertin 1er Cru Bel Air 2019,2019,113.07,75 cl,France,Red wine, Burgund,12742701
2669,Taupenot-Merme Chambolle-Musigny La Combe D´Orveau 1er Cru,Non-Vintage,108.72,75 cl,France,Red wine, Burgund,12742601
2670,Taupenot-Merme Morey Saint Denis 1er Cru La Riotte,Non-Vintage,103.5,75 cl,France,Red wine, Burgund,12742501
2671,Taupenot-Merme Corton et Rognet Grand Cru,Non-Vintage,165.23,75 cl,France,Red wine, Burgund,12742801
2672,Taupenot-Merme Mazoyeres Chambertin Grand Cru,Non-Vintage,213.07,75 cl,France,Red wine, Burgund,12743001
2673,Jadot Nuits-Saint-Georges 1er Cru Les Boudots 2018,2018,78.21,75 cl,France,Red wine, Burgund,12736001
2674,Jadot Chambolle-Musigny 1er Cru Les Baudes 2018,2018,82.54,75 cl,France,Red wine, Burgund,12734801
2675,Jadot Chapelle-Chambertin Grand Cru 2018,2018,207.84,75 cl,France,Red wine, Burgund,12736801
2676,Jadot Bonnes-Mares Grand Cru 2018,2018,260.02,75 cl,France,Red wine, Burgund,12736301
2677,Jadot Corton-Charlemagne Grand Cru 2018,2018,156.12,75 cl,France,White wine, Burgund,12736401
2678,Jadot Corton Grèves Grand Cru 2018,2018,86.54,75 cl,France,Red wine, Burgund,12734901
2679,Jadot Nuits-Saint-Georges 1er Cru Les Vaucrains 2018,2018,76.47,75 cl,France,Red wine, Burgund,12736101
2680,Jadot Griotte-Chambertin Grand Cru 2018,2018,207.83,75 cl,France,Red wine, Burgund,12737401
2681,Jadot Chambolle-Musigny 1er Cru Les Amoureuses 2018,2018,260.03,75 cl,France,Red wine, Burgund,12735901
2682,Joseph Drouhin Chambolle-Musigny 1er cru 2018,2018,88.69,75 cl,France,Red wine, Burgund,12746001
2683,Jadot Chambolle-Musigny 1er Cru Les Fuees 2018,2018,82.56,75 cl,France,Red wine, Burgund,12735801
2684,Joseph Drouhin Nuits-St.-Georges Procès 2018,2018,77.38,75 cl,France,Red wine, Burgund,12746201
2685,Joseph Drouhin Chambertin Clos de Bèze 2018,2018,369.57,75 cl,France,Red wine, Burgund,12746601
2686,Xavier Monnot Chassange-Montrachet Village 2019,2019,73.06,75 cl,France,White wine, Burgund,12739201
2687,Joseph Drouhin Grands Echezeaux 2018,2018,346.09,75 cl,France,Red wine, Burgund,12746401
2688,Xavier Monnot Meursault Le Limozin 2018,2018,73.06,75 cl,France,White wine, Burgund,12739101
2689,Pascal Clément Chassagne-Montrachet Baudines 2018,2018,71.43,75 cl,France,White wine, Burgund,12742301
2690,L. Ponsot Beaune cuvee du Noyer 2018,2018,70.94,75 cl,France,Red wine, Burgund,12769201
2691,Buisson-Charles Meursault 1er Cru Les Cras 2018,2018,92.68,75 cl,France,White wine, Burgund,12755801
2692,Ponsot Corton-Charlemagne Grand Cru 2018,2018,276.23,75 cl,France,White wine, Burgund,12759601
2693,Chevillon Nuits-St. Georges Bousselottes 2018,2018,77.55,75 cl,France,Red wine, Burgund,12765901
2694,Latour-Giraud Meursault Perrieres 2018,2018,81.35,75 cl,France,White wine, Burgund,12761201
2695,M. Bouzereau Meursault Genevrieres 2018,2018,87.86,75 cl,France,White wine, Burgund,12767101
2696,Latour-Giraud Meursault Genevrieres 2018,2018,76.62,75 cl,France,White wine, Burgund,12761701
2697,Chevillon Nuits-St. Georges Perrieres 2018,2018,77.55,75 cl,France,Red wine, Burgund,12766701
2698,Meo-Camuzet Corton Rognet 2018,2018,239.8,75 cl,France,Red wine, Burgund,12764801
2699,Pousse d'Or Pommard Jarollieres 2018,2018,79.45,75 cl,France,Red wine, Burgund,12761801
2700,Chevillon Nuits-St. Georges Vaucrains 2018,2018,104.51,75 cl,France,Red wine, Burgund,12766301
2701,M. Bouzereau Meursault Blagny 2018,2018,76.13,75 cl,France,White wine, Burgund,12767501
2702,Bertheau Chambolle-Musigny Charmes 2018,2018,126.27,75 cl,France,Red wine, Burgund,12768201
2703,Ponsot Chapelle-Chambertin Grand Cru 2018,2018,351.09,75 cl,France,Red wine, Burgund,12758901
2704,Bertheau Bonnes Mares 2018,2018,331.52,75 cl,France,Red wine, Burgund,12767901
2705,Meo-Camuzet Clos-Vougeot 2018,2018,239.8,75 cl,France,Red wine, Burgund,12764901
2706,Pousse d'Or Chambolle-Musigny Groseilles 2018,2018,113.5,75 cl,France,Red wine, Burgund,12763701
2707,L. Ponsot Griotte-Chambertin Cuvee du Saule 2018,2018,472.83,75 cl,France,Red wine, Burgund,12769101
2708,Chevillon Nuits-St. Georges Chaignots 2018,2018,77.55,75 cl,France,Red wine, Burgund,12766101
2709,Chevillon Nuits-St. Georges Pruliers 2018,2018,77.55,75 cl,France,Red wine, Burgund,12766501
2710,Lamarche Grand Rue 2018,2018,532.39,75 cl,France,Red wine, Burgund,12763901
2711,Liger-Belair Nuits-Saint-Georges 1er Cru Les Saint-Georges 2018,2018,126.72,75 cl,France,Red wine, Burgund,12759301
2712,L. Ponsot Clos de Vougeot Cuvee du Cedre 2018,2018,442.83,75 cl,France,Red wine, Burgund,12768801
2713,Noellat Chambolle-Musigny 1er Cru Feusselottes 2017,2017,130.14,75 cl,France,Red wine, Burgund,12752601
2714,Pousse d'Or Corton Clos du Roi 2018,2018,101.67,75 cl,France,Red wine, Burgund,12763501
2715,Noellat Nuits-Saint-Georges 1er Cru Aux Cras 2017,2017,121.72,75 cl,France,Red wine, Burgund,12752201
2716,M. Bouzereau Meursault Tessons 2018,2018,65.92,75 cl,France,White wine, Burgund,12767701
2717,Chevillon Nuits-St. Georges Roncieres 2018,2018,77.55,75 cl,France,Red wine, Burgund,12765801
2718,Ponsot Morey Saint-Denis 1er Cru Cuvée des Monts Luisants Vieilles Vignes 2018,2018,128.63,75 cl,France,Red wine, Burgund,12760101
2719,Pousse d'Or Chambolle-Musigny Charmes 2018,2018,148.97,75 cl,France,Red wine, Burgund,12763601
2720,Rossignol-Trapet Latricières-Chambertin Grand Cru 2018,2018,153.94,75 cl,France,Red wine, Burgund,12774501
2721,Rossignol-Trapet Gevrey-Chambertin 1er Cru Petite Chapelle 2018,2018,96.79,75 cl,France,Red wine, Burgund,12773901
2722,Trapet Latricières-Chambertin Grand Cru 2018,2018,282.42,75 cl,France,Red wine, Burgund,12774301
2723,Rossignol-Trapet Chambertin Grand Cru 2018,2018,229.63,75 cl,France,Red wine, Burgund,12774201
2724,Leroux Meursault-Blagny 1er Cru La Piece Sous le Bois 2018,2018,80.7,75 cl,France,White wine, Burgund,12772401
2725,Heresztyn-Mazzini Gevrey-Chambertin Les Jouises 2018,2018,66.13,75 cl,France,Red wine, Burgund,12771401
2726,Confuron Romaneé Saint-Vivant Grand Cru 2018,2018,426.51,75 cl,France,Red wine, Burgund,12775901
2727,Confuron Nuits St.-Georges 1er Cru Les Chaboeufs 2018,2018,93.95,75 cl,France,Red wine, Burgund,12775801
2728,Arlaud Clos Saint-Denis Grand Cru 2018,2018,210.5,75 cl,France,Red wine, Burgund,12774701
2729,De Montille Pommard 1er Cru Rugiens-Bas 2018,2018,156.3,75 cl,France,Red wine, Burgund,12775201
2730,De Montille Vosne-Romanee 1er Cru Malconsorts 2018,2018,279.76,75 cl,France,Red wine, Burgund,12775701
2731,Rossignol-Trapet Chapelle-Chambertin Grand Cru 2018,2018,153.94,75 cl,France,Red wine, Burgund,12774001
2732,Heresztyn-Mazzini Morey-Saint-Denis 1er Cru Les Millandes 2018,2018,88.74,75 cl,France,Red wine, Burgund,12771501
2733,Girardin Puligny-Montrachet 1er Cru Pucelles 2018,2018,120.82,75 cl,France,White wine, Burgund,12776001
2734,Latour-Giraud Meursault Charmes 2018,2018,71.89,75 cl,France,White wine, Burgund,12761901
2735,Leroux Clos de Vougeot 2018,2018,166.23,75 cl,France,Red wine, Burgund,12778701
2736,Remi Jobard Meursault Narvaux 2018,2018,69.55,75 cl,France,White wine, Burgund,12778601
2737,Roger Groult Calvados Pays d'Auge 12 ans Jurançon cask finish,Non-Vintage,66.36,50 cl,France,Liquor, Calvados,12787102
2738,Rhum JM Extra Old Vintage 10 YO 2010,2010,93.71,70 cl,France,Liquor, Øvrige,12786601
2739,Roger Groult Calvados Pays d'Auge 12 ans whisky cask finish,Non-Vintage,66.36,50 cl,France,Liquor, Calvados,12787202
2740,Roger Groult Calvados Pays d'Auge 12 ans sherry cask finish,Non-Vintage,66.36,50 cl,France,Liquor, Calvados,12787302
2741,The Glenlivet Archive 21 YO,Non-Vintage,130.35,70 cl,Scotland,Liquor, Speyside,12788001
2742,Benriach Smoke Season,Non-Vintage,72.17,70 cl,Scotland,Liquor, Speyside,12788301
2743,Ch. Talbot 2005,2005,342.39,150 cl,France,Red wine, Bordeaux,12790305
2744,Smögen 8 yo batch 2,Non-Vintage,112.93,50 cl,Sweden,Liquor, Øvrige,12791402
2745,Duncan Taylor Dimensions Laphroaig 2004 16 yo #563469,Non-Vintage,313.01,70 cl,Scotland,Liquor, Islay,12791001
2746,Murray McDavid Crafted Blend 21yo Coinnich II 1996,1996,104.17,70 cl,Scotland,Liquor, Øvrige,12791201
2747,Duncan Taylor Octave Linkwood 2009 11 yo #Q2825,Non-Vintage,117.35,70 cl,Scotland,Liquor, Speyside,12790501
2748,Spice King Highland & Islay Limited Edition 12yo,Non-Vintage,76.92,70 cl,Scotland,Liquor, Øvrige,12791301
2749,The Matsui Kurayoshi Single Cask Sakura,Non-Vintage,130.43,70 cl,Japan,Liquor, Øvrige,12811901
2750,Louis Jadot Corton Grand Cru,Non-Vintage,78.17,75 cl,France,Red wine, Burgund,12812501
2751,The Matsui Kurayoshi Single Cask Mizunara,Non-Vintage,130.43,70 cl,Japan,Liquor, Øvrige,12812001
2752,Raoul Gautherin Chablis Premier Cru Mont de Milieu 2018,2018,85.22,150 cl,France,White wine, Burgund,12795305
2753,Larmandier-Bernier Rosé de Saignée Premier Cru Extra Brut,Non-Vintage,83.39,75 cl,France,Sparkling wine, Champagne,12818601
2754,Dom. Passy le Clou Petit Chablis,Non-Vintage,66.52,300 cl,France,White wine, Burgund,12801306
2755,Pinte Vieux Marc d'Arbois,Non-Vintage,93.86,70 cl,France,Liquor, Jura,12806001
2756,Philipponnat Clos des Goisses 2011,2011,191.3,75 cl,France,Sparkling wine, Champagne,12822201
2757,Henri Boillot Latricières-Chambertin Grand Cru,Non-Vintage,203.26,75 cl,France,Red wine, Burgund,12824301
2758,Buisson-Charles Chassagne-Montrachet 1er Cru La Romanèe,Non-Vintage,88.49,75 cl,France,White wine, Burgund,12824601
2759,Buisson-Charles Chassagne-Montrachet 1er Cru En Cailleret,Non-Vintage,88.49,75 cl,France,White wine, Burgund,12824501
2760,J. M. Boillot Puligny-Montrachet 1er Cru La Garenne,Non-Vintage,75.73,75 cl,France,White wine, Burgund,12823701
2761,Buisson-Charles Puligny-Montrachet Le Cailleret,Non-Vintage,136.3,75 cl,France,White wine, Burgund,12823801
2762,Henri Boillot Bonnes Mares Grand Cru,Non-Vintage,264.13,75 cl,France,Red wine, Burgund,12826401
2763,Henri Boillot Chambertin Grand Cru,Non-Vintage,264.13,75 cl,France,Red wine, Burgund,12826201
2764,Henri Boillot Echezeaux Grand Cru,Non-Vintage,203.26,75 cl,France,Red wine, Burgund,12826301
2765,Lamarche Clos de Vougeot Grand Cru,Non-Vintage,238.04,150 cl,France,Red wine, Burgund,12826505
2766,Lamarche Clos de Vougeot Grand Cru,Non-Vintage,115.01,75 cl,France,Red wine, Burgund,12826901
2767,Lamarche La Grande Rue Grand Cru Monople,Non-Vintage,381.52,75 cl,France,Red wine, Burgund,12827101
2768,La Pousse d'Or Volnay 1er Cru Clos de la Bousse d'Or,Non-Vintage,84.24,75 cl,France,Red wine, Burgund,12832501
2769,La Pousse d'Or Chambolle-Musigny,Non-Vintage,67.69,75 cl,France,Red wine, Burgund,12832201
2770,Artist Collective Linkwood 13 YO 2006,2006,190,70 cl,Scotland,Liquor, Speyside,12834501
2771,Artist Collective Pulteney 12 YO 2008,2008,113.65,70 cl,Scotland,Liquor, Highland,12834901
2772,LMDW 20 Rue d'Anjou Glenburgie 1995 25 YO,Non-Vintage,344.78,70 cl,Scotland,Liquor, Speyside,12835501
2773,Les Héritiers Saint-Genys Morgon En Ruyère 2018,2018,65.22,150 cl,France,Red wine, Burgund,12849305
2774,Marie Courtin Indulgence Rosé 2009,2009,130.34,75 cl,France,Sparkling wine, Champagne,12849501
2775,Ch. Beychevelle 2018,2018,129.99,75 cl,France,Red wine, Bordeaux,12899601
2776,Domaine de Chevalier 2019,2019,75.7,75 cl,France,Red wine, Bordeaux,14769301
2777,"Pira, E. di Chiara Boschis Barolo Cannubi 2018",2018,82.78,75 cl,Italy,Red wine, Piemonte,14926701
2778,Bérèche Campania Remensis Rosé Extra Brut 2018,2018,71.56,75 cl,France,Sparkling wine, Champagne,3872501
2779,Ch. Léoville Poyferré 2015,2015,86.09,75 cl,France,Red wine, Bordeaux,918001
2780,Legras St. Vincent Brut 2008,2008,107.82,75 cl,France,Sparkling wine, Champagne,14418001
2781,Ganevat Vin Jaune 1991,1991,165.21,62 cl,France,White wine, Jura,11799101
2782,Ganevat Rota Gamète 2018,2018,165.21,300 cl,France,Red wine, Øvrige,11798507
2783,Cristian Senez Carte Verte Brut,Non-Vintage,660.87,900 cl,France,Sparkling wine, Champagne,11861307
2784,Pierre Girardin Corton Grand Cru Les Perrières 2018,2018,130.35,75 cl,France,Red wine, Burgund,11872501
2785,Buisson-Battault Meursault 1er Cru Les Goutte d'Or 2019,2019,72.96,75 cl,France,White wine, Burgund,11873301
